hedge,sentence,gemini_label,softness_harshness,formality,degree,softens_harshness
very,"-- Template:uw-unsourced1 --> <b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 19:02, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-vandalism1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 19:04, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-vandalism1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 19:05, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
quite, I found quite a few more that deserved B class.,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 6, ""degree"": 5}",5.0,6.0,5.0,5.0
quite, Quite an impressive list.,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 6, ""degree"": 5}",5.0,6.0,5.0,5.0
very,"-- Template:uw-vandalism2 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 19:13, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-vandalism2 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 19:12, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-unsourced1 --> <b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 19:12, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-cluebotwarning1 -->  <b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 19:12, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-test1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 19:12, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
mostly, To celebrate: mostly flowers pics from vacation ;) - How are you?,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-vandalism1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 19:13, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very," If you work directly or indirectly for an organisation, or otherwise are acting on its behalf, you are very strongly discouraged from attempting to write an article at all.","{""is_modifier"": true, ""softens_harshness"": 3, ""formality"": 5, ""degree"": 5}",3.0,5.0,5.0,3.0
very,"-- Template:uw-vandalism1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 19:15, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-test1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 19:17, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-vandalism1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 19:17, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-vandalism2 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 19:18, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-vandalism3 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 19:19, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 5, ""degree"": 5}",4.0,5.0,5.0,4.0
very,"-- Template:uw-vandalism2 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 03:49, 28 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-vandalism3 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 03:49, 28 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,":Yes sir, I understand, it won’t happen again unless I find something that needs to be added, that lil mosey thing was told to me by my friend, I cried, and as his biggest fan, I felt it was my responsibility to inform the world that he was gone, but 2 hours later he told me it was a lie, so I went to take it down, but it was already gone, so I am very sorry.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 5, ""degree"": 5}",7.0,5.0,5.0,7.0
very,::@[[User:JBW|JBW]] they're a UA match and on the same range as what I'm guessing is an SEO firm or similar added to a very narrow interest in a biography which is a hallmark of UPE.,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
quite, I'm quite confident in this block.,"{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 6, ""degree"": 5}",6.0,6.0,5.0,6.0
very,"::::{{ping|Yamla}} {{ping|HJ Mitchell}} {{ping|JBW}} – I would be very grateful if one of you could kindly take a moment to review my final unblock appeal above, or let me know if there's another appropriate admin I should contact.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 6, ""degree"": 5}",7.0,6.0,5.0,7.0
very," Mark Whiteley**, a notable academic in vascular surgery — a field I personally find very interesting.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-cluebotwarning1 -->  <b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 20:02, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
a bit," As someone who is a bit of a perfectionist, I tend to work quickly and aim for high-quality results, but I understand now that I need to be more careful and deliberate, especially with sourcing and drafting.","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 4}",8.0,4.0,4.0,8.0
a bit," I know some of my drafts might not have been up to the usual standard, and I’m sorry if I rushed things a bit.","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 4}",8.0,4.0,4.0,8.0
really, you can look at the edits one week prior until today i really added some valuable information with their references its simply because this club will participate in the upcoming 2025 club world cup .,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 4, ""degree"": 2}",5.0,4.0,2.0,5.0
partially," I know I can do better, and I m definitely committed to improving the quality of my work : |accept = The blocking admin proposed a compromise solution to partially block you from article space but allow you to submit drafts, and it appears you eventually did agree to that, so I will implement it.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 6, ""degree"": 5}",7.0,6.0,5.0,7.0
really, that edit with -9520 the content got messed up and the Classico stats got removed and the visual of the tables got to how they were before i begin editing it they are not clear id really appreciate it  ,"{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 4, ""degree"": 4}",7.0,4.0,4.0,7.0
very, Some of the articles you've started are very under-referenced but look like topics we should probably have.,"{""is_modifier"": true, ""softens_harshness"": 3, ""formality"": 5, ""degree"": 5}",3.0,5.0,5.0,3.0
really, you can look at the edits one week prior until today i really added some valuable information with their references its simply because this club will participate in the upcoming [[2025 club world cup ]].,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 4, ""degree"": 3}",5.0,4.0,3.0,5.0
really, i do other articles but my focus is on that article i really wanted it to get a GA rate and get a protection.,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 4, ""degree"": 5}",5.0,4.0,5.0,5.0
really," all of this because this club will participate in the upcoming club world cup 2025 in the US, its really big event and i want to show the world what is this Great club.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 4, ""degree"": 5}",5.0,4.0,5.0,5.0
very, because that person has a french article in wikipedia and its legit and he is a very important person to the club's history Him and [[Hédi Kallel]].,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
really,  Due to my state that im blocked now maybe soon ill be unblocked i cant really do anything with the edits .,"{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 2}",8.0,4.0,2.0,8.0
very,"::::: while in Africa, they already know Espérance it's a very popular club there.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
relatively, I can address the first relatively easily by changing the indefinite sitewide block to an indefinite partial block from article space.,"{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 7, ""degree"": 4}",6.0,7.0,4.0,6.0
really, The reason I’ve been focused on these new articles is that I really can’t stand seeing red links for important names in the [[Espérance Sportive de Tunis]] article.,"{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 4, ""degree"": 4}",4.0,4.0,4.0,4.0
a bit," It might sound a bit ridiculous, but as a perfectionist, I just can’t leave them hanging","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 5}",8.0,4.0,5.0,8.0
really,":::::::For creating new articles, I’m totally fine with the idea of working in draft space and having them reviewed before they’re published, as you suggested ,but I want to keep editing; it’s really important to me, and I’m serious about it.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 3, ""degree"": 5}",5.0,3.0,5.0,5.0
a little,:::: I think this may be getting a little ridiculous too but if I were you I'd just agree to accept the conditions.,"{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 4}",8.0,4.0,4.0,8.0
a bit,":::::::However, I still feel a bit uncertain about the 6-month ban.","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 5}",8.0,4.0,5.0,8.0
really, It's really clear when you're switching between them.,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 4, ""degree"": 5}",5.0,4.0,5.0,5.0
a bit," However, I still feel a bit uncertain about the 6-month ban.","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 5}",8.0,4.0,5.0,8.0
pretty,::::::::::pretty clearly there’s a strong difference in grammar/spelling/punctuation/capitalisation/writing style between these two comments by you.,"{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 3, ""degree"": 4}",7.0,3.0,4.0,7.0
extremely,"Mejri_Fares, given the discussion above, I'm extremely concerned about your use of AI tools in writing.","{""is_modifier"": true, ""softens_harshness"": 2, ""formality"": 5, ""degree"": 5}",2.0,5.0,5.0,2.0
quite,"::It's quite clearly AI, though I cannot say precisely your process for assembling it.","{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 7, ""degree"": 3}",6.0,7.0,3.0,6.0
really," I really hope you'll take the advice and slow down because I fear that otherwise, you might not have your limited block lifted or face a more onerous restriction.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 4, ""degree"": 4}",7.0,4.0,4.0,7.0
really," Second, pages like [http://www.est.org.tn/presidents.php this] just really aren't helpful.","{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 3, ""degree"": 5}",4.0,3.0,5.0,4.0
kind of," Second, a source like [https://www.businessnews.com.tn/deces-de-mohamed-ben-ismail,520,81134,3 this one], ""Business News"", just does not contribute to notability because it is not a reliable secondary source--it seems to just be a kind of news and press release aggregator.","{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 4, ""degree"": 1}",6.0,4.0,1.0,6.0
a bit," I don't understand why you didn't look a bit farther in a news search, or why you didn't search for books.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 4, ""degree"": 5}",7.0,4.0,5.0,7.0
really,"::::Well, what I don't understand is that you churn out a dozen just really, really poor drafts, instead of trying to write a single decent one.","{""is_modifier"": true, ""softens_harshness"": 2, ""formality"": 3, ""degree"": 5}",2.0,3.0,5.0,2.0
partially,:::i just use this account since its partially blocked i use it in improving the drafts  that are now still pending.,"{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 5, ""degree"": 5}",7.0,5.0,5.0,7.0
partially,:::all i did was improving articles  the one mistake i did in this account was sending new articles very fast without reviewing  you blocked me then you showed a good heart and you made it partially and i swear since then i was improving my drafts.,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 6, ""degree"": 5}",5.0,6.0,5.0,5.0
very,:::all i did was improving articles  the one mistake i did in this account was sending new articles very fast without reviewing  you blocked me then you showed a good heart and you made it partially and i swear since then i was improving my drafts.,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
partially," i never evaded the block with this account, i was partially blocked i could talk in discussions.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 5, ""degree"": 5}",7.0,5.0,5.0,7.0
really,"  are you really saying this [[User:Mejri Fares|EL major]] ([[User talk:Mejri Fares|talk]]) 19:40, 8 February 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 3, ""formality"": 4, ""degree"": 2}",3.0,4.0,2.0,3.0
